REPRESENTANTE;NOME;CODIGO CLIENTE;NOME CLIENTE;CODIGO ANTIGO;TIPO;ENDEREÇO;NRO;BAIRRO;CEP;CIDADE;UF;FILIAL;NOME FANTASIA;CNPJ;INSC.ESTADUAL;DATA CADASTRO
53;MARSYL SERV. DE TELEMARKETING LTDA;9356710;SILVIO DE LIMA CUCO ME;;F;R. SOUZA FRANCO;752;CENTRO;8710020;MOGI DAS CRUZES;SP;1;MAXSTROG NUTRIÇÃO ESPOTIVA;9.356.710/0001-23;4,54541E+11;15/08/2017 10:18
53;MARSYL SERV. DE TELEMARKETING LTDA;11352565;V GERVAZONI SUPLEMENTOS;;F;R. CURIA;351;JD. SABARA;4446180;SAO PAULO;SP;1;V GERVAZONI SUPLEMENTOS;11.352.565/0001-54;ISENTO;11/11/2014 15:53
53;MARSYL SERV. DE TELEMARKETING LTDA;20714031;VALMIR LEAL DA SILVA 08229725659;;F;R. PENSAMENTO, 35;35;CE;8485260;SAO PAULO;SP;1;VALMIR LEAL DA SILVA 08229725659;20.714.031/0001-11;1,43749E+11;05/11/2014 11:42
53;MARSYL SERV. DE TELEMARKETING LTDA;21890627;VANIA DE BRITO FIALHO - ME;;F;R. CATUABA;276;V. ALPINA;3208000;SAO PAULO;SP;1;DE NATURE SUPLEMENTOS;21.890.627/0001-35;1,44291E+11;25/08/2015 13:13
53;MARSYL SERV. DE TELEMARKETING LTDA;342019088;VICENTE VIEIRA ROLIM NETO;;F;AV. VALDEMAR CARLOS PEREIRA;904;V MATILDE;3533000;SAO PAULO;SP;36;SHAPE NUTRITION;. 34.201/9088-36;ISENTO;13/10/2015 09:53
53;MARSYL SERV. DE TELEMARKETING LTDA;19645139;VINICIUS EDUARDO FELICETTI MUQUY 33044837804;;F;R. PADRE JOAO;234;CENTRO;8710180;MOGI DAS CRUZES;SP;1;EQUILIBRIO FIT;19.645.139/0001-10;4,54399E+11;30/11/2015 16:33
53;MARSYL SERV. DE TELEMARKETING LTDA;19955934;VITTA COMERCIO DE SUPLEMENTOS ALIMENTARES LTDA;;F;R. SAO TEODORO;445;V. CARMOSINA;8290005;SAO PAULO;SP;1;VITTA;19.955.934/0001-05;ISENTO;17/10/2014 15:34
53;MARSYL SERV. DE TELEMARKETING LTDA;22870061;VIVIANE ARAUJO MAIA 26268665805;;F;AV. SERTANISTAS;805;JD. SAO FRANCISCO;8390240;SAO PAULO;SP;1;ACADEMIA BOA FORMA;22.870.061/0001-42;1,44803E+11;18/08/2015 14:51
54;MARCO POLO DE OLIVEIRA SILVA;26154637;A. BACELLAR ARAUJO & CIA LTDA ME;;F;RUA MARIANO PIRES DE CAMPOS;389A;JARDIM SANTA ANA;78250000;PONTES E LACERDA;MT;1;NEW FORCE SUPLEMENTOS;26.154.637/0001-26;136498809;20/01/2017 11:55
54;MARCO POLO DE OLIVEIRA SILVA;6160835;ACOSTA & ACOSTA LTDA - ME;999999;F;AV. BRASILIA;146;CENTRO;78060601;CUIABA;MT;1;BLOW UP SUPLEMENTOS;6.160.835/0001-95;132494094;24/09/2014 19:02
54;MARCO POLO DE OLIVEIRA SILVA;13182908;ANDRADE & ROSA DE ANDRADE;;F;RUA PADRE CASEMIRO;677;CENTRO;78200000;CACERES;MT;1;DORGARIA ULTRAPOPULAR;13.182.908/0001-05;134135636;22/07/2016 11:22
54;MARCO POLO DE OLIVEIRA SILVA;22348696;B W COMERCIO DE SUPLEMENTOS LTDA ME;;F;AV. COUTO MAGALHAES;S/N;CENTRO;78110400;VARZEA GRANDE;MT;1;NUTRI MUNDO VARZEA GRANDE ME;22.348.696/0001-84;135784107;08/07/2015 12:24
54;MARCO POLO DE OLIVEIRA SILVA;26160141;BACELLAR COMERCIO DE PRODUTOS ALIMENTICIOS LTDA ME;;F;RUA COMANDANTE BALDUINO;617;CENTRO;78200000;CACERES;MT;1;NEW FORCE SUPLEMENTOS;26.160.141/0001-65;136499082;14/12/2016 12:08
54;MARCO POLO DE OLIVEIRA SILVA;26749810;BML SPORTS NUTRITION LTDA - ME;;F;AVENIDA DAS ITAÚBAS;3625;SETOR COMERCIAL;78550146;SINOP;MT;1;BML SPORTS NUTRITION LTDA - ME;26.749.810/0001-39;136635881;24/02/2017 20:27
54;MARCO POLO DE OLIVEIRA SILVA;26173911;COMERCIAL MUNDO FITNESS LTDA ME;;F;RUA POTIGUARAS;762;CENTRO;78820000;JACIARA;MT;1;MUNDO FITNESS;26.173.911/0001-04;136497721;22/09/2016 15:41
54;MARCO POLO DE OLIVEIRA SILVA;24387900;DANIELLI ACKERMAN N GEREMIA COMERCIO DE PRODUTOS;;F;AVENIDA MATO GROSSO;1696S;ALVORADA;78455000;LUCAS DO RIO VERDE;MT;1;DR SHAPE LUCA;24.387.900/0001-00;136210171;30/07/2016 10:21
54;MARCO POLO DE OLIVEIRA SILVA;2189326;DISTRIBUIDORA DE PRODUTOS NATURAIS LTDA;15963;F;AVENIDA BEIRA RIO,1004,;1004;JARDIM CALIFORNIA;78070305;CUIABA;MT;1;MEGA FARMA;2.189.326/0001-34;131782690;24/09/2014 19:01
54;MARCO POLO DE OLIVEIRA SILVA;10341045;DROGARIA DMD LTDA EPP;;F;AVENIDA MATO GROSSO;639;CENTRO;78320000;JUINA;MT;1;DROGARIA ULTRA POPULAR;10.341.045/0001-83;133613585;20/06/2017 11:56
54;MARCO POLO DE OLIVEIRA SILVA;21873267;F GALLINA SUPLEMENTOS - ME;;F;AV.LIONS INTERNACIOBAL;S/N;VILA  AURORA II;78740126;RONDONOPOLIS;MT;1;MUNDO FIT SUPLEMENTOS;21.873.267/0001-63;13.570.660-2;13/04/2015 11:22
54;MARCO POLO DE OLIVEIRA SILVA;11707318;FARMACIA ARTESANAL LTDA ME;;F;RUA ALTINO PEREIRA DE SOUZA;1125;CENTRO;78785000;ALTO TAQUARI;MT;1;FARMACIA ARTESANAL LTDA ME;11.707.318/0001-23;133852997;09/12/2014 10:17
54;MARCO POLO DE OLIVEIRA SILVA;26176494;L.A. NEVES EIRELI ME;;F;AV. RADIALISTA EDSON LUIS DA SILVA;13;TIJUCAL;78088000;CUIABA;MT;1;BL FITNESS;26.176.494/0001-53;136497748;21/09/2016 09:36
54;MARCO POLO DE OLIVEIRA SILVA;20589600;LZ COMERCIO DE ARTIGOS PARA ESPORTES LTDA ME;;F;AV. BEIRA RIO;1004;JD. CALIFÓRNIA;78070305;CUIABA;MT;1;GERAÇÃO SUPLEMENTO;20.589.600/0001-44;135514380;15/12/2014 11:21
54;MARCO POLO DE OLIVEIRA SILVA;27120612;MAIA E MADEIRA LTDA ME;;F;AV. TANCREDO NEVES;200;JD. KENNEDY;78065230;CUIABA;MT;1;VIVER NA MEDIDA;27.120.612/0001-74;136717659;17/03/2017 14:23
54;MARCO POLO DE OLIVEIRA SILVA;14523529;MARCO POLO DE OLIVEIRA SILVA;;F;R. CORONEL BENEDITO LEITE;285;CENTRO SUL;78020110;CUIABA;MT;1;MARCO POLO DE OLIVEIRA SILVA;14.523.529/0001-02;ISENTO;17/05/2016 11:20
54;MARCO POLO DE OLIVEIRA SILVA;20659275;MAXNUTRI COMERCIO DE ARTIGOS ESPORTIVOS LTDA ME;;F;AV. MANOEL JOSE DE ARRUDA;S/N;DOM AQUINO;78015000;CUIABA;MT;1;MAXRENN;20.659.275/0001-49;135513774;28/10/2016 16:03
54;MARCO POLO DE OLIVEIRA SILVA;19791445;MEGA COMERCIO DE SUPLEMENTOS ALIMENTARES LTDA ME;;F;AVENIDA LIONS INTERNACIONAL;61;NÚCLEO HABITACIONAL RIO VERMEL;78740323;RONDONOPOLIS;MT;1;ME SUPLEMENTOS;19.791.445/0001-65;135351669;29/07/2015 15:59
54;MARCO POLO DE OLIVEIRA SILVA;19943360;NATALIA HENY MATHIS BENITEZ 02478754142;;F;AVENIDA DAS ITAUBAS;4120B;SETOR COMERCIAL;78550170;SINOP;MT;1;MAXIMA SAUDE;19.943.360/0001-55;135366020;12/12/2014 10:55
54;MARCO POLO DE OLIVEIRA SILVA;15620239;PROLIFE ACADEMIA DE MUSCULAÇÃO E GINASTICA EIRELI-;;F;RUA DA TAPAGEM;214;CENTRO;78200000;CACERES;MT;1;ACADEMIA PROLIFE;15.620.239/0001-31;134571681;18/05/2016 11:37
54;MARCO POLO DE OLIVEIRA SILVA;24335761;ROGER RICARDO SILVA CUSTODIO;;F;R. LUIZ DE CASTRO PEREIRA;219;CIDADE ALTA;78030375;CUIABA;MT;30;BRASIL VITAMINAS;.  2.433/5761-30;ISENTO;26/07/2017 10:24
54;MARCO POLO DE OLIVEIRA SILVA;20911630;RONNE NUNES DE ALMEIDA;;F;AV ROTARY INTERNACIONAL;1950;SAGRADA FAMILIA;78735219;RONDONOPOLIS;MT;1;LIFE STYLE SULEMENTOS;20.911.630/0001-25;135534950;20/07/2016 14:56
54;MARCO POLO DE OLIVEIRA SILVA;7113493;SARTORI & RIZZATO SARTORI LTDA;;F;AV. DAS EMAS;2660W;CENTRO;78455000;LUCAS DO RIO VERDE;MT;1;SABOR E SAÚDE PRODUTOS NATURAIS;7.113.493/0001-15;132821982;18/07/2016 11:52
54;MARCO POLO DE OLIVEIRA SILVA;27948283;SINOP SUPLEMENTOS ALIMENTÍCIOS EIRELI ME;;F;AV DAS EMBAUBAS - 1276;1276;SETOR COMERCIAL;78550206;SINOP;MT;1;DR. SAHPE SINOP;27.948.283/0001-54;136886515;19/09/2017 15:42
54;MARCO POLO DE OLIVEIRA SILVA;17507779;SUPLEMENTARIA COMERCIO DE SUPLEMENTOS E ARTIGOS ES;;F;RUA PALERMO;S/N;JARDIM ITILIA;78060736;CUIABA;MT;2;SUPLEMENTARIA;17.507.779/0002-10;135576466;24/03/2016 11:09
54;MARCO POLO DE OLIVEIRA SILVA;24030593;TATHIANE BACELLAR ARAUJO;;F;RUA COMANDANTE BALDUINO;4094;CENTRO;78200000;CACERES;MT;1;NEW FORCE SUPLEMENTOS;24.030.593/0001-05;136104509;03/06/2016 14:53
54;MARCO POLO DE OLIVEIRA SILVA;14199136;WORK REPRESENTAÇÃO COMERCIAL LTDA ME;;F;R.DOM LUIZ DE CASTRO PEREIRA;219;CIDADE ALTA;78030375;CUIABA;MT;1;BRASIL VITAMINAS;14.199.136/0001-87;136938892;20/02/2015 11:40
54;MARCO POLO DE OLIVEIRA SILVA;10559255;ZACCHI & ZACCHI LTDA ME;;F;AV ARIOSTO DA RIVA;2471;DF;78580000;ALTA DA FLORESTA;MT;1;TRAIRÃO CAÇA PESCA E ESPORTES;10.559.255/0001-42;133655687;12/01/2015 11:28
55;ROBERTO CHAZAN REPRESENTACOES - ME;102102;ADRIANA PETERS;;F;NO 7 LANE 199 TANG'QN ROAD;7;PUDONG DISTRICT;99999999;SHANGHAI;EX;1;ADRIANA PETERS;.   .   /    - 0;ISENTO;30/01/2017 16:41
55;ROBERTO CHAZAN REPRESENTACOES - ME;747474;AGILITY FAIRS & EVENTS LOGISTICS LTDA;;F;SUITE 3001-3, 30/F, SKYLINE TOWER,;39;KOWLOON BAY;99999999;KOWLOON;EX;1;AGILITY FAIRS & EVENTS LOGISTICS LTDA;.   .   /    - 0;ISENTO;27/07/2016 17:18
55;ROBERTO CHAZAN REPRESENTACOES - ME;104104;BARAN GOSTAR HEZARE SEVOM IRANIN COMPANY;;F;UNIT 1 NO 17PARCHAM ST., TOHID SQ.,;17;TOHID SQ;99999999;THRAN;EX;1;BARAN GOSTAR HEZARE SEVOM IRANIN COMPANY;.   .   /    - 0;ISENTO;29/06/2017 12:34
55;ROBERTO CHAZAN REPRESENTACOES - ME;717272;BEXTRA INTERNATIONAL TRADING LIMITED;;F;B13-B102, TINGLAN LANE;192;SIP;99999999;SUZHOU;EX;1;BEXTRA INTERNATIONAL TRADING LIMITED;.   .   /    - 0;ISENTO;31/08/2017 13:52
55;ROBERTO CHAZAN REPRESENTACOES - ME;212223;BLACK SKULL USA COMPANY LLC;;F;9130 SOUTH DADELAND BOULEVARD;1509;KENDALL;99999999;MIAMI;EX;1;BLACK SKULL USA COMPANY LLC;.   .   /    - 0;ISENTO;27/01/2017 13:13
55;ROBERTO CHAZAN REPRESENTACOES - ME;105105;BODIES INTERNATIONAL UG;;F;HOHENWEG;25A;SEEVETAL;99999999;SEEVETAL;EX;1;BODIES INTERNATIONAL UG;.   .   /    - 0;ISENTO;14/06/2017 16:09
55;ROBERTO CHAZAN REPRESENTACOES - ME;616161;BODYBUILDING.COM FIT EXPO;;F;233 SOUTH CAPITOL BOULEVARD;233;BOOTH ;99999999;BOISE;EX;1;BODYBUILDING.COM FIT EXPO;.   .   /    - 0;ISENTO;23/05/2016 16:48
55;ROBERTO CHAZAN REPRESENTACOES - ME;979797;CARLOS ALVAREZ;;F;CAMINO EL PARQUE;100;VITACURA;99999999;SANTIAGO;EX;1;CARLOS ALVAREZ;.   .   /    - 0;ISENTO;27/10/2016 10:17
55;ROBERTO CHAZAN REPRESENTACOES - ME;707070;CHARLOTTE CONVENTION CENTER;;F;501 S COLLEGE STREET;501;HALLS A-C;99999999;CHARLOTTE;EX;1;CHARLOTTE CONVENTION CENTER;.   .   /    - 0;ISENTO;27/06/2016 12:56
55;ROBERTO CHAZAN REPRESENTACOES - ME;588558;CHRISTINE HOBEREK;;F;TERENCE DRIVE 15236 PITTSBURGH;111;USA;99999999;USA;EX;1;CHRISTINE HOBEREK;.   .   /    - 0;ISENTO;21/07/2017 16:34
55;ROBERTO CHAZAN REPRESENTACOES - ME;494949;CORE BIOTECH;;F;177 SCOTTSDALE DRIVE QLD 4230;177;ROBINA;99999999;AUSTRALIA;EX;1;CORE BIOTECH;.   .   /    - 0;ISENTO;30/09/2015 17:08
55;ROBERTO CHAZAN REPRESENTACOES - ME;1310313;D'L INTL LOGISTICS;;F;2020 NW 120 AVE UNIT 208;2020;MIAMI;99999999;FLORIDA;EX;1;D'L INTL LOGISTICS;.   .   /    - 0;ISENTO;10/03/2017 13:12
55;ROBERTO CHAZAN REPRESENTACOES - ME;88888888;DB SCHENKER LOGISTICS NEDERLAND FAIRS & EVENTS;;F;FOKKERWEG;300;AN OUDE MEER;77777777;AMSTERDAM;EX;1;DB SCHENKER LOGISTICS NEDERLAND FAIRS &;.   .   /    - 0;ISENTO;05/09/2017 14:41
55;ROBERTO CHAZAN REPRESENTACOES - ME;100101;DM - GROUP SP. Z O O . SP.K.;;F;6201 LONG PRAIRIE RD;2A;FLOWER MOUND;99999999;TEXAS;EX;1;DM - GROUP SP. Z O O . SP.K.;.   .   /    - 0;ISENTO;10/07/2017 17:08
55;ROBERTO CHAZAN REPRESENTACOES - ME;727272;EMPRESA DE NUTRICION ARGENTINA SRL;;F;FRANCISCO MELO;4327;FLORIDA OESTE;99999999;BUENOS AIRES;EX;1;EMPRESA DE NUTRICION ARGENTINA SRL;.   .   /    - 0;ISENTO;30/06/2016 17:22
55;ROBERTO CHAZAN REPRESENTACOES - ME;646464;EUROPA SPORTS CHARLOTTE;;F;11401 H GRANITE STREET;11401;GRANITE STREET;99999999;CHARLOTTE;EX;1;EUROPA SPORTS CHARLOTTE;.   .   /    - 0;ISENTO;02/06/2016 10:56
55;ROBERTO CHAZAN REPRESENTACOES - ME;686868;EUROPA SPORTS FRESNO;;F;4403 E. CENTRAL AVE UNIT ;101;4403;66666666;FRESNO;EX;1;EUROPA SPORTS FRESNO;.   .   /    - 0;ISENTO;29/07/2016 17:31
55;ROBERTO CHAZAN REPRESENTACOES - ME;696969;EUROPA SPORTS MESQUITE;;F;1851 BIG TOWN BLVD. STE 500;1851;TEXAS;66666666;MESQUITE;EX;1;EUROPA SPORTS MESQUITE;.   .   /    - 0;ISENTO;29/07/2016 17:34
55;ROBERTO CHAZAN REPRESENTACOES - ME;110110;EVZONE NUTRITION;;F;323 BERGEN BLVD;323;FAIRVIEW;99999999;NEW JERSEY;EX;1;EVZONE NUTRITION;.   .   /    - 0;ISENTO;31/03/2017 09:50
55;ROBERTO CHAZAN REPRESENTACOES - ME;232323;GDS - GROW DIETARY SUPPLEMENTS LABS USA LLC;;F;11401 H GRANITE STREET;11401;GRANITE STREET;99999999;CHARLOTTE;EX;1;GDS USA;.   .   /2323-23;ISENTO;26/02/2015 14:08
55;ROBERTO CHAZAN REPRESENTACOES - ME;656869;GRUPO CELL MOTION S. A;;F;AVDA CARLOS ANTONIO LOPES;S/N;CENTRO;99999999;DEL ESTE;EX;1;GRUPO CELL MOTION S. A;.   .   /    - 0;ISENTO;31/08/2017 11:07
55;ROBERTO CHAZAN REPRESENTACOES - ME;717172;HEALTH FOCUS TRADING PTY LTD;;F;20A AMADADA VILLAGE;20A;PORT ELIZABETH;99999999;PORT ELIZABETH;EX;1;HEALTH FOCUS TRADING PTY LTD;.   .   /    - 0;ISENTO;31/08/2017 16:35
55;ROBERTO CHAZAN REPRESENTACOES - ME;90909;JAY MCCONNEL;;F;1425 VISTA RIDGE;1425;FORNEY;99999999;TEXAS;EX;1;REPRESENTANTE NO TEXAS;.   .   /    - 0;ISENTO;10/03/2017 09:46
55;ROBERTO CHAZAN REPRESENTACOES - ME;717171;JOSE LOPES MOREIRA;;F;RUA CACO RIBEIRO;184;COMPAO;99999999;LOBITO (PROVINCIA BENGUELA);EX;1;JOSE LOPES MOREIRA;.   .   /    - 0;ISENTO;29/06/2016 13:30
55;ROBERTO CHAZAN REPRESENTACOES - ME;606060;KOSTAS THLIVEROS;;F;428 PLATEAU AVENUE;428;FORT LEE;99999999;FORT LEE/ NEW JERSEY;EX;1;KOSTAS THLIVEROS;.   .   /    - 0;ISENTO;22/03/2016 14:01
55;ROBERTO CHAZAN REPRESENTACOES - ME;878787;KUWAIT SPORTS COMPANY;;F;CLOSED AL THEMAR REAL ESTATE CO COMPLEX;23/21;BLOCK 4 BUILDING;99999999;AL QIBLA/ KUWAIT;EX;1;OXYGEN GYM;.   .   /    - 0;ISENTO;06/10/2016 13:26
55;ROBERTO CHAZAN REPRESENTACOES - ME;817458;LALO RAYMOND JOHNSON;;F;6201 LONG PRAIRIE RD;S/N;FLOWER MOUND;99999999;TEXAS;EX;1;LALO RAYMOND JOHNSON;.   .   /    - 0;ISENTO;12/07/2017 16:13
55;ROBERTO CHAZAN REPRESENTACOES - ME;626262;MAJID AND MAHMOUD GENERAL TRADING LLC;;F;OFFICE NO 17 HAMEEDYIA COMPLEX - UAE;17;NAIF ROAD, DEIRA;99999999;DUBAI;EX;1;MAJID AND MAHMOUD GENERAL TRADING LLC;.   .   /    - 0;ISENTO;24/05/2016 14:23
55;ROBERTO CHAZAN REPRESENTACOES - ME;100103;MERT HAKKARI;;F;GUZELOBA MAH HAVAALANI- AP 5 DAIRE 4;2171;MURATPASA- LARA;99999999;ANTALYA/ TURQUIA;EX;1;MERT HAKKARI;.   .   /    - 0;ISENTO;15/05/2017 09:04
55;ROBERTO CHAZAN REPRESENTACOES - ME;1410414;MEURENS & RODRIGUES SPRL;;F;RUE DE BATTICE 53;53;VERVIERS;99999999;AUBEL- BELGICA;EX;1;MEURENS & RODRIGUES SPRL;.   .   /    - 0;ISENTO;10/03/2017 14:40
55;ROBERTO CHAZAN REPRESENTACOES - ME;969798;MR JOHN LACOBUCCI;;F;47-51 LILLE CRESCENT TULLAMARINE VICTORI;S/N;TULLAMARINE;99999999;MELBOURNE;EX;1;MR JOHN LACOBUCCI;.   .   /    - 0;ISENTO;16/01/2017 11:07
55;ROBERTO CHAZAN REPRESENTACOES - ME;808080;NEMESIS CONSULTING;;F;HANDELSKADE 2H, 1785 AC DEN HELDER;S/N;HOLANDA;99999999;AMSTERDAM;EX;1;NEMESIS CONSULTING;.   .   /    - 0;ISENTO;05/09/2016 17:29
55;ROBERTO CHAZAN REPRESENTACOES - ME;737373;NUTRABLEND FOODS;;F;3805 WALDEN AVENUE;3805;LANCASTER;66666666;NEW YORK;EX;1;NUTRABLEND FOODS;.   .   /    - 0;ISENTO;22/07/2016 13:50
55;ROBERTO CHAZAN REPRESENTACOES - ME;989898;OLYMPIA;;F;3-13 RUA DE PEDRO NOLASCO DA SILVA;mar/13;MACAU;99999999;MACAU;EX;1;OLYMPIA;.   .   /    - 0;ISENTO;03/01/2017 13:04
55;ROBERTO CHAZAN REPRESENTACOES - ME;858585;OLYMPIA/ JOE;;F;3-13 RUA DE PEDRO NOLASCO DA SILVA;mar/13;GINZA PLAZA;99999999;MACAU;EX;1;OLYMPIA/ JOE;.   .   /    - 0;ISENTO;04/10/2016 09:12
55;ROBERTO CHAZAN REPRESENTACOES - ME;929292;OXYGEN DIETARY SUPPLEMENT ESTABLISHMENT;;F;STREET MQ1/8, A8 GROUND FLOOR;S/N;MUSAFFAH;99999999;ABU DHABI/ UNITED ARAB EMIRANT;EX;1;OXYGEN DIETARY SUPPLEMENT ESTABLISHMENT;.   .   /    - 0;ISENTO;03/11/2016 11:27
55;ROBERTO CHAZAN REPRESENTACOES - ME;103103;PERFECT BODY EST;;F;EXIT 7 ALWADI STRICT BEHIND SAUDI BANK;S/N;RIYADH;99999999;SAUDI ARABIA;EX;1;ZEYAD ABDULLAH GAHZI;.   .   /    - 0;ISENTO;08/06/2017 15:30
55;ROBERTO CHAZAN REPRESENTACOES - ME;575757;RASA FITNESS;;F;12 ASAD ABADI AV FATHI STREET;12;CENTRO;99999999;TEHRAN;EX;1;RASA FITNESS;.   .   /    - 0;ISENTO;30/04/2016 20:12
55;ROBERTO CHAZAN REPRESENTACOES - ME;656565;REGIA AQUILA INVESTMENTS PTY LTD;;F;AMADA LEISURE VILLAGE HAPPY VALL;20A;SUMMERSTRAND;99999999;PORT ELIZABETH;EX;1;REGIA AQUILA INVESTMENTS PTY LTD;.   .   /    - 0;ISENTO;22/12/2015 18:05
55;ROBERTO CHAZAN REPRESENTACOES - ME;44444444;SHARK FOOD SUPPLEMENTS TRASING;;F;AL OWAIS BUSINESS TOWER;12;DEIRA;11111111;DUBAI;EX;1;SHARK FOOD SUPPLEMENTS TRASING;.   .   /    - 0;ISENTO;03/10/2017 10:47
55;ROBERTO CHAZAN REPRESENTACOES - ME;919191;T. A. GROUP FOWARDING, INC;;F;813 NAFTA BVD;813;EAST POINT INDUSTRIAL PARK;99999999;LAREDO;EX;1;FORWADING AGENCY;.   .   /    - 0;ISENTO;28/10/2016 15:38
55;ROBERTO CHAZAN REPRESENTACOES - ME;636363;TENMA INTERNATIONAL TRADING CO. LIMITED;;F;JIANGDONG ROAD;S/N;YIWU CITY;99999999;ZHEJIANG PROVINCE;EX;1;TENMA INTERNATIONAL TRADING CO. LIMITED;.   .   /    - 0;ISENTO;25/05/2016 16:26
55;ROBERTO CHAZAN REPRESENTACOES - ME;100100;UNRIVALED NUTRITION SPA;;F;CAMINO EL PARQUE- EDIFICIO MAGNOLIO 701;100;VITACURA;99999999;SANTIAGO/ CHILE;EX;1;BLACK SKULL CHILE;.   .   /    - 0;ISENTO;28/03/2017 11:36
56;WILLIAM FREITAS;9420918;2RV SPORTS NUTRITION CENTER COMERCIO LTDA - ME;999999;F;AV GOIAS,547,;547;CENTRO;9521310;SAO CAETANO DO SUL;SP;1;2RV SPORTS NUTRITION CENTER COMERCIO LTD;9.420.918/0001-64;6,36305E+11;24/09/2014 19:02
56;WILLIAM FREITAS;27093217;360 SUPLEMENTOS ALIMENTARES LTDA - ME;;F;R. AZEVEDO SODRE;20;BOQUEIRÃO;11055050;SANTOS;SP;1;360 SUPLEMENTOS ALIMENTARES LTDA - ME;27.093.217/0001-40;6,33745E+11;17/03/2017 18:28
56;WILLIAM FREITAS;7083852;4FIT CLUB SUPLEMENTOS & PRODUTOS NATURAIS LTDA;999999;F;PRACA GIOVANI BREDA,47;47;ASSUNCAO;9850310;SAO BERNARDO DO CAMPO;SP;1;4 FIT CLUB SUPLEMENTOS;7.083.852/0001-39;6,35474E+11;24/09/2014 19:02
56;WILLIAM FREITAS;17839706;A F VERCHAI -ME;18999;F;RUA GUILHERME MARCONI,163,;163;VILA ASSUNCAO;9020270;SANTO ANDRE;SP;1;CORPORE HOUSE;17.839.706/0001-44;6,26485E+11;24/09/2014 19:01
56;WILLIAM FREITAS;18902124;A.V.V CACERES ME;19888;F;R. MANOEL DE PAIVA;292;JARDIM;9070230;SANTO ANDRE;SP;1;STORM NUTRITION;18.902.124/0001-28;6,26513E+11;19/12/2014 15:59
56;WILLIAM FREITAS;26831061;AA.LOPES COMERCIO DE PRODUTOS ALIMENTICIOS EPP;;F;AV. ANA COSTA;549;GONZAGA;11060003;SANTOS;SP;1;AA.LOPES COMERCIO DE PRODUTOS ALIMENTICI;26.831.061/0001-94;6,33741E+11;04/04/2017 13:37
56;WILLIAM FREITAS;26034034;ACADEMIA PERSONAL FITNESS LTDA-ME;;F;R. GIOVANNI BATTISTA PIRELLI;1450;V. HOMERO THON;9111340;SANTO ANDRE;SP;1;ACADEMIA PERSONAL FITNESS LTDA-ME;26.034.034/0001-90;ISENTO;03/11/2016 11:44
56;WILLIAM FREITAS;482687;ADOLPHO BEZERRA RIBEIRO;999999;F;AV PADRE ANCHIETA,2015,LOJA 2;2015;BALNEARIO STELLA MARIS;11750000;PERUIBE;SP;1;NUTRI VIDA SUPLEMENTOS;.482.687/0001-49;5,24105E+11;24/09/2014 19:02
56;WILLIAM FREITAS;9440821;ALABI & PAULINO LTDA ME;18592;F;Av. Clara Gianotti de souza,777,;777;Jardim Brasil;11900000;REGISTRO;SP;1;ALABI & PAULINO LTDA ME;9.440.821/0001-13;5,74109E+11;24/09/2014 19:01
56;WILLIAM FREITAS;14409607;ALEKSANDRO JERFERSON DE FREITAS -ME;19688;F;R. GUARAGI;60;JD. TEXTIL;3415085;SAO PAULO;SP;1;INFTNESS GUARULHOS;14.409.607/0001-34;3,36625E+11;24/09/2014 19:01
56;WILLIAM FREITAS;19513833;ALEXANDRE CANGUSSU FERREIRA DA SILVA-ME;;F;AV. PEDRO II;2180;CAMPESTRE;9080001;SANTO ANDRE;SP;1;JACK SUPLEMENTOS;19.513.833/0001-84;6,26564E+11;01/07/2017 00:04
56;WILLIAM FREITAS;18444526;ALEXANDRE REINA FATOBENE;;F;R. CARIJOS;1639;JD. PROGRESSO;9180001;SANTO ANDRE;SP;1;TOP SUPLEMENTOS;18.444.526/0001-26;6,26501E+11;25/11/2014 11:36
56;WILLIAM FREITAS;27117097;ALINE PEREIRA CALIL;;F;RUA MARECHAL DEODORO DA FONSECA;118;CENTRO;11608596;SÃO SEBASTIÃO;SP;1;ARP SUPLEMENTOS ALIMENTARES;27.117.097/0001-73;6,5409E+11;14/07/2017 21:34
56;WILLIAM FREITAS;27361945;ALTO ESTILO SUPLEMENTOS ALIMENTARES E MODA FITNESS;;F;R. GIOVANNI BATTISTA PIRELLI;155;V. HOMERO THON;9111340;SANTO ANDRE;SP;1;ALTO ESTILO SUPLEMENTOS;27.361.945/0001-95;6,26905E+11;07/04/2017 13:42
56;WILLIAM FREITAS;22263333;ANDERSON DE CASTRO MENEZES 19266836842;;F;R. ROSSINI;39;JD. ARCO-IRIS;9960610;DIADEMA;SP;1;BRAZUC SUPLEMENTOS;22.263.333/0001-46;2,86386E+11;24/02/2017 20:42
56;WILLIAM FREITAS;24671549;ANDREA SIMÃO ALVES;;F;R. MARIO RIBEIRO;636;CENTRO;11410190;GUARUJA;SP;1;ANDREA SIMÃO ALVES;24.671.549/0001-76;3,35336E+11;13/05/2016 10:37
56;WILLIAM FREITAS;3632758;ATLLAS ACADEMIA LTDA -ME;18968;F;RUA IPIRANGA,99,101;99;CENTRO;11600000;SAO SEBASTIAO;SP;1;ATLLAS ACADEMIA LTDA -ME;3.632.758/0001-30;6,54055E+11;24/09/2014 19:01
